Date,Socrata Users,Socrata Sessions,Socrata Bounce Rate,Geohub Users,Geohub Sessions,Geohub Bounce Rate,Combined Users
05/04/2016,318,382,4.71,132,156,41.03,450
07/09/2014,188,237,50.21,,,,
12/17/2016,86,90,2.22,39,45,42.22,125
02/05/2016,399,505,3.56,221,257,45.53,620
09/30/2015,312,376,7.98,,,,
08/10/2016,436,484,0.41,178,210,43.81,614
03/22/2016,393,430,5.58,130,181,40.33,523
03/21/2016,351,375,4.00,152,183,40.98,503
08/14/2016,116,126,0.00,30,37,45.95,146
06/07/2016,375,435,4.37,119,159,42.14,494
04/06/2015,292,336,4.46,,,,
10/19/2015,379,492,4.47,,,,
05/29/2016,162,181,3.87,28,36,44.44,190
01/12/2016,375,446,2.02,,,,
01/30/2017,404,454,9.47,156,178,47.19,560
09/08/2016,383,451,0.00,125,146,52.05,508
10/16/2016,119,137,0.00,37,41,65.85,156
08/27/2015,381,423,5.67,,,,
12/25/2014,23,24,54.17,,,,
07/26/2016,346,373,0.00,162,197,52.79,508
02/12/2016,277,331,6.04,213,256,46.48,490
06/26/2014,165,205,44.39,,,,
03/19/2015,248,277,8.30,,,,
12/08/2016,346,383,0.26,129,152,43.42,475
11/04/2014,144,178,45.51,,,,
02/12/2017,126,148,10.14,37,41,46.34,163
04/03/2015,232,261,8.05,,,,
09/05/2018,634,703,29.30,7,10,50.00,641
06/11/2015,316,350,10.00,,,,
12/28/2016,213,238,1.68,87,100,44.00,300
03/29/2015,140,153,1.96,,,,
09/12/2016,368,417,0.00,121,138,42.75,489
06/14/2016,358,396,5.05,132,185,45.95,490
09/14/2015,305,358,6.98,,,,
11/06/2015,276,331,7.86,,,,
08/27/2016,444,450,0.00,20,24,37.50,464
12/20/2014,37,40,52.50,,,,
07/29/2015,377,420,8.81,,,,
01/25/2015,77,93,65.59,,,,
11/30/2015,304,365,8.77,,,,
08/15/2018,649,738,23.85,303,337,26.71,952
02/25/2015,205,231,54.98,,,,
08/08/2016,300,325,0.00,109,129,31.78,409
11/02/2014,56,65,40.00,,,,
05/01/2015,322,369,5.42,,,,
09/06/2014,34,39,53.85,,,,
10/10/2016,353,389,0.00,118,140,47.14,471
01/31/2016,156,173,2.89,,,,
07/14/2018,200,230,30.87,139,144,18.06,339
04/25/2015,202,211,4.27,,,,
07/17/2015,318,340,4.71,,,,
01/24/2017,431,482,10.58,150,178,37.64,581
10/11/2014,49,59,37.29,,,,
12/03/2014,150,191,42.41,,,,
09/21/2015,317,384,4.17,,,,
10/13/2014,123,138,52.17,,,,
02/25/2016,393,477,1.89,168,222,47.30,561
04/22/2015,651,732,8.61,,,,
08/29/2014,151,173,46.24,,,,
05/07/2015,776,884,58.26,,,,
06/25/2015,428,485,7.01,,,,
12/26/2015,53,55,0.00,,,,
08/25/2018,211,240,29.58,146,155,22.58,357
12/27/2014,31,35,45.71,,,,
11/09/2015,429,513,8.19,,,,
06/22/2015,405,453,7.95,,,,
03/25/2015,305,346,2.02,,,,
07/02/2014,166,206,42.72,,,,
12/02/2014,163,206,49.51,,,,
02/18/2016,370,428,6.31,480,550,41.27,850
10/08/2016,126,144,0.00,31,31,54.84,157
08/18/2015,341,396,6.06,,,,
11/07/2016,432,488,0.00,154,193,45.08,586
07/12/2014,19,23,52.17,,,,
09/20/2016,386,450,0.00,145,185,38.38,531
01/29/2016,345,405,2.96,,,,
08/06/2016,78,86,0.00,25,28,39.29,103
11/14/2016,419,490,0.20,164,205,39.51,583
07/31/2015,346,370,5.41,,,,
08/26/2018,257,295,26.44,137,149,23.49,394
01/26/2017,350,411,7.54,153,174,39.08,503
07/07/2016,326,364,0.00,183,208,40.38,509
08/07/2015,494,527,2.66,,,,
06/12/2016,90,100,5.00,20,21,42.86,110
07/16/2018,662,725,25.10,313,370,24.05,975
02/27/2016,116,131,1.53,37,49,34.69,153
09/22/2016,371,412,0.00,149,180,42.22,520
08/01/2014,132,176,45.45,,,,
01/27/2017,338,386,11.14,95,106,40.57,433
01/26/2015,214,282,49.65,,,,
04/18/2016,427,503,4.57,140,181,35.36,567
11/16/2016,406,480,0.00,156,178,43.82,562
10/26/2014,82,98,44.90,,,,
09/08/2014,200,255,41.57,,,,
09/01/2015,279,314,5.10,,,,
09/28/2014,60,70,47.14,,,,
11/18/2016,305,358,0.00,111,135,37.04,416
03/03/2016,368,419,5.01,130,158,46.20,498
10/20/2014,165,190,43.16,,,,
06/04/2014,643,839,44.22,,,,
08/06/2018,586,659,26.86,440,492,19.31,1026
10/23/2016,133,147,0.00,49,66,42.42,182
02/26/2016,363,407,4.42,123,142,50.00,486
06/16/2015,287,335,6.27,,,,
12/23/2015,221,249,3.21,,,,
02/13/2016,107,120,0.83,37,42,59.52,144
07/03/2015,284,303,2.31,,,,
12/11/2016,108,121,1.65,33,46,41.30,141
08/24/2014,45,72,50.00,,,,
04/10/2016,193,214,4.67,141,164,53.05,334
06/08/2016,333,379,4.22,143,186,47.85,476
11/17/2015,342,411,6.57,,,,
06/04/2016,118,136,2.94,54,72,30.56,172
06/20/2016,364,407,1.97,128,171,36.84,492
01/12/2017,345,379,9.50,131,158,48.10,476
05/04/2015,376,418,8.61,,,,
09/28/2016,365,405,0.00,157,195,47.18,522
03/09/2016,398,468,4.70,156,206,55.83,554
06/12/2015,269,293,8.53,,,,
02/26/2015,147,173,47.40,,,,
04/21/2015,563,628,8.76,,,,
02/19/2015,228,291,48.80,,,,
01/06/2017,282,321,9.97,84,98,44.90,366
08/30/2016,380,416,0.00,150,172,45.93,530
10/12/2015,471,519,3.66,,,,
12/22/2015,241,275,4.36,,,,
01/21/2016,369,450,4.89,,,,
04/28/2016,415,477,4.40,171,214,43.46,586
07/10/2015,327,358,4.19,,,,
07/18/2015,193,201,0.50,,,,
10/15/2014,199,263,47.53,,,,
04/13/2016,419,484,4.96,143,183,45.36,562
06/23/2015,298,340,7.65,,,,
04/25/2016,373,452,3.98,124,147,37.42,497
04/15/2016,391,464,2.59,130,164,51.22,521
12/17/2014,164,193,44.56,,,,
09/14/2016,344,396,0.00,135,171,46.20,479
09/22/2015,340,415,5.54,,,,
08/06/2014,181,248,41.94,,,,
10/29/2015,380,480,7.08,,,,
03/25/2016,345,366,3.01,71,81,38.27,416
04/16/2015,542,613,9.30,,,,
03/01/2016,380,426,6.34,147,175,45.14,527
08/24/2016,366,418,0.00,162,199,42.71,528
08/18/2016,310,350,0.00,169,207,50.24,479
06/06/2016,345,384,3.91,108,137,42.34,453
08/22/2016,286,311,0.00,124,157,43.31,410
06/09/2016,333,379,3.69,145,184,46.74,478
03/07/2016,374,418,4.31,115,156,46.79,489
05/30/2014,636,980,30.41,,,,
09/08/2015,279,323,5.57,,,,
03/02/2016,370,419,4.30,201,248,43.55,571
08/07/2014,163,228,39.47,,,,
09/02/2015,346,391,8.70,,,,
06/03/2014,2365,2622,65.10,,,,
12/06/2014,50,53,49.06,,,,
11/12/2015,361,454,7.27,,,,
02/13/2015,147,181,59.67,,,,
05/27/2016,296,346,3.47,78,88,50.00,374
04/15/2015,446,520,9.62,,,,
08/23/2016,410,454,0.22,162,189,40.21,572
01/21/2017,107,123,10.57,24,28,25.00,131
05/19/2016,310,342,4.68,144,174,46.55,454
02/09/2015,211,263,57.03,,,,
07/13/2014,46,50,36.00,,,,
01/26/2016,380,423,5.91,,,,
01/28/2016,333,386,6.48,,,,
11/05/2015,382,485,6.39,,,,
09/23/2014,158,188,42.55,,,,
01/19/2016,345,418,3.35,,,,
08/04/2016,323,380,0.26,118,142,45.77,441
01/05/2017,337,372,14.25,133,160,52.50,470
03/10/2015,290,334,6.29,,,,
05/28/2014,223,415,28.92,,,,
03/27/2015,255,286,3.15,,,,
08/17/2015,417,458,3.93,,,,
09/01/2016,314,358,0.00,128,155,48.39,442
05/31/2014,1986,2385,45.20,,,,
07/22/2015,345,387,7.24,,,,
12/18/2015,216,261,7.66,,,,
01/13/2015,214,251,49.00,,,,
03/11/2015,310,361,6.09,,,,
11/28/2016,380,450,0.00,123,148,42.57,503
10/08/2015,412,520,4.81,,,,
06/25/2014,193,248,38.71,,,,
01/04/2016,301,345,6.96,,,,
09/04/2015,261,358,5.03,,,,
07/09/2015,375,415,7.47,,,,
01/16/2015,181,209,45.93,,,,
07/10/2014,175,228,45.61,,,,
11/27/2016,149,178,0.00,49,63,57.14,198
03/23/2015,286,325,0.92,,,,
07/21/2016,303,334,0.00,159,204,40.20,462
07/24/2015,344,374,5.35,,,,
08/25/2015,329,365,4.93,,,,
07/01/2015,407,450,6.89,,,,
06/24/2016,229,263,0.00,100,122,44.26,329
02/15/2017,420,499,10.62,157,183,36.61,577
07/25/2015,181,186,1.61,,,,
08/28/2016,463,484,0.00,37,49,53.06,500
01/07/2016,321,366,7.10,,,,
06/19/2015,271,313,5.75,,,,
05/29/2015,263,298,10.40,,,,
12/30/2014,88,114,50.88,,,,
12/07/2014,53,59,52.54,,,,
06/23/2016,344,377,0.00,122,144,41.67,466
09/19/2016,389,449,0.00,154,190,53.16,543
08/12/2015,438,486,4.53,,,,
06/18/2014,345,440,53.41,,,,
01/17/2017,384,430,9.07,134,148,44.59,518
10/26/2015,346,473,7.19,,,,
05/12/2015,341,415,7.71,,,,
06/06/2015,164,226,4.42,,,,
12/20/2016,251,281,1.78,111,130,39.23,362
04/24/2015,488,531,5.08,,,,
01/11/2016,361,414,4.83,,,,
05/10/2016,321,370,3.24,112,131,48.09,433
06/17/2014,240,310,48.71,,,,
08/08/2014,152,190,41.05,,,,
09/25/2015,251,282,4.61,,,,
05/23/2016,344,406,3.94,115,139,41.73,459
10/25/2015,143,178,11.24,,,,
12/02/2015,318,385,4.68,,,,
09/17/2014,181,245,43.27,,,,
02/29/2016,466,521,3.45,147,187,46.52,613
06/02/2014,2266,2588,49.30,,,,
08/22/2014,181,219,42.92,,,,
01/22/2016,292,334,3.89,,,,
08/20/2014,269,345,43.77,,,,
09/11/2018,347,390,24.10,1,1,100.00,348
06/17/2015,277,321,8.10,,,,
02/11/2016,344,414,3.38,568,661,40.70,912
06/13/2016,382,426,5.40,123,154,47.40,505
08/29/2015,112,123,7.32,,,,
11/19/2015,353,447,4.03,,,,
03/31/2015,302,345,5.80,,,,
12/08/2014,186,216,42.59,,,,
09/10/2014,191,216,47.69,,,,
01/10/2015,59,71,74.65,,,,
01/04/2015,53,61,40.98,,,,
10/30/2014,177,216,44.44,,,,
09/05/2014,158,188,38.83,,,,
03/23/2016,366,426,3.05,112,135,48.15,478
09/13/2015,121,133,9.77,,,,
03/21/2015,77,85,3.53,,,,
06/20/2018,617,680,28.24,293,320,25.31,910
06/21/2018,552,603,31.01,256,276,25.00,808
06/22/2018,466,517,32.69,205,234,26.50,671
06/23/2018,182,209,34.93,87,103,24.27,269
06/24/2018,215,231,38.96,125,133,16.54,340
06/25/2018,670,772,30.96,271,306,23.86,941
